UID,fips,period,INFRA120001,INFRA120002,INFRA120003,INFRA120004,INFRA150001,INFRA150002,INFRA150003,INFRA150004,INFRA150005,INFRA150006,INFRA150007,INFRA150008,INFRA150009,INFRA150010,INFRA150011,INFRA150012,INFRA150013,INFRA150014,INFRA150015,INFRA150016,INFRA150017,INFRA150018,INFRA140003,INFRA140004,SOCWB350001,SOCWB350002,SOCWB350003,BLTENV220001,BLTENV220002,BLTENV220003,BLTENV220004,INFRA110007,BLTENV220005,BLTENV220006,BLTENV220007,INFRA120005,INFRA120006,INFRA120007,INFRA120008,BLTENV220008,BLTENV220009,BLTENV220010,BLTENV220011,INFRA140007,ECNVIT510001,INFRA130002,SOCWB320013,SOCWB310003,SOCWB310004,ECNVIT530001,ECNVIT530002,SOCWB310005,SOCWB310006,ECNVIT530003,ECNVIT530004,BLTENV220017,BLTENV220018,ECNVIT530005,ECNVIT530006,SOCWB310007,SOCWB310008,SOCWB310009,SOCWB310010,BLTENV220022,BLTENV220023,SOCWB310011,SOCWB310012,BLTENV220029,BLTENV220030,ECNVIT530007,ECNVIT530008,SOCWB310015,SOCWB310017,SOCWB330004,SOCWB330005,SOCWB330006,SOCWB330007,SOCWB330008,SOCWB330009,SOCWB350006,SOCWB350007,SOCWB330010,SOCWB330011,SOCWB330012,SOCWB330013,SOCWB310018,SOCWB310019,ECNVIT510002,ECNVIT510003,SOCWB320016,SOCWB320017,SOCWB320018,SOCWB320019,SOCWB330014,SOCWB330015,SOCWB330016,SOCWB330017,NATENV410002,NATENV410003,NATENV410004,NATENV410005
69117,56019,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.5212528,56.75167785,,14.80789755,51.41408751,0,33.77801494,,14.31767338,64.96644295,2.460850112,20.44749555,6,,322,,,,,,,,,,,,,,,,,,,,,,,,,8632,1619,,,,,,,,,,,,,,,,,45,105,35,8364,,,,,0.83,0.34,2.49,0.56
69118,56019,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.80203946,58.34404788,,13.55887054,54.58177944,0,31.85935003,,13.52250055,63.57792064,1.928618932,21.32862803,5,,369,,,,,,,,,,,,,,,,,,,,,,,,,8608,1671,,,,,,,,,,,,,,,,,57,115,95,8236,,,,,,,,
69119,56019,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.34475138,62.28066298,,12.74802936,55.25958141,0,31.99238924,,13.92265193,60.22099448,2.983425414,24.61885657,5,,386,,,,,,,,,,,,,,,,,,,,,,,,,8619,1744,,,,,,,,,,,,,,,,,69,133,72,8222,,,,,,,,
69120,56019,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.14040493,61.5096831,,15.42932629,52.54953765,0,32.02113606,,11.20158451,61.81778169,2.970950704,26.90942472,4,,392,,,,,,,,,,,,,,,,,,,,,,,,,8562,1768,,,,,,,,,,,,,,,,,74,132,67,8154,,,,,,,,
69121,56019,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.51191527,64.96910856,,15.37407509,55.71389422,0,28.91203069,,12.46690203,57.87731686,2.449249779,,5,,383,,1543,,64,,198,,402,,86,,54065,,356,,1286,,565,,854,,883,,30144,8587,1844,,1531.4,,5714.03,,511,,828,,534,,16,,1960,,159,76,125,78,8168,,1267,,1133,,,,
69122,56019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.07495591,65.93474427,,13.52235551,57.74263904,0,28.73500545,,13.35978836,59.25925926,0.815696649,24.98970664,5,,388,,,,,,,,,,,,,,,,,,,,,,,,,8486,1906,,,,,,,,,,,,,,,,,77,126,79,8066,,,,,,,,
69123,56020,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69124,56021,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,9099,,,,,,,,,,,,,,,,,,,,,,,,,81825,9390,,,,,,,,,,,,,,,,,824,755,2231,76515,,,,,,,,
69125,56021,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,9334,,,,,,,,,,,,,,,,,,,,,,,,,82554,9500,,,,,,,,,,,,,,,,,862,884,2372,76809,,,,,18.88,0.25,2.69,1.79
69126,56021,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,9532,,,,,,,,,,,,,,,,,,,,,,,,,83226,9615,,,,,,,,,,,,,,,,,866,892,2333,77445,,,,,,,,
69127,56021,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,9741,,,,,,,,,,,,,,,,,,,,,,,,,84084,9791,,,,,,,,,,,,,,,,,894,921,2334,78213,,,,,,,,
69128,56021,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,10063,,,,,,,,,,,,,,,,,,,,,,,,,85427,9908,,,,,,,,,,,,,,,,,863,956,2393,79471,,,,,,,,
69129,56021,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,10199,9858,,1069,,1465,,3577,,1168,,44790,,355,,1159,,3333,,579,,2353,,25380,,85732,10040,12878.58,,27713.4,,6249.98,,,,7762,,1990,,,,2854,,923,982,2274,79773,15351,,15136.33,,,,,
69130,56021,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,10538,9272,,329,,1340,,,,1582,,50907,,408,,1202,,3836,,663,,4078,,24413,,86819,10316,12610.42,,51176.84,,6723.64,,,,7079,,2752,,20838,,1823,,974,962,2304,80655,14466,,13470.63,,19,0.25,2.68,1.77
69131,56021,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,10880,9356,,994,,729,,,,1338,,52521,,358,,1327,,4538,,650,,4716,,28240,,87654,10533,13532.15,,50438.03,,6995.5,,,,3914,,848,,21824,,1332,,1036,1020,2410,81157,14944,,14229.76,,,,,
69132,56021,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,11257,10263,,825,,1200,,2908,,0,,56820,,362,,1363,,3820,,620,,5014,,29907,,89077,10926,13688.55,,51687.09,,6356.12,,,,9559,,3959,,22221,,1699,,1034,1044,2343,82515,16662,,14845.84,,,,,
69133,56021,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,11641,11377,,554,,1290,,3293,,395,,49744,,371,,1256,,3288,,703,,3320,,24903,,90430,11233,12976.78,,52900.87,,6268.49,,,,9112,,3172,,21458,,2970,,1084,1082,2496,83399,14439,,14049.14,,,,,
69134,56021,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.15173665,51.91435197,,15.26404023,75.63844649,,8.935456832,,10.89630488,62.22967183,2.520542421,15.81559487,7,,12057,11488,10634,825,724,1807,1271,4596,3065,1297,1089,48784,52824,375,382,1303,1337,4365,4323,642,668,2147,3884,26608,27406,92127,11560,13912.1,13334.67,57741.4,53338.68,5176.96,6190.14,13422,,11937,,4050,,22374,21944,2959,2364,1073,1123,2377,85208,15779,15744,15226.73,14830.84,,,,
69135,56021,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.89444071,63.51134015,,15.51988186,74.84001531,0,9.497894219,,10.61070033,62.56379615,2.058904075,15.48676896,6,,12258,11886,,1093,,2133,,3117,,987,,54053,,384,,1320,,4646,,801,,3408,,28024,,92637,12007,17033.34,,57086.37,,5448.04,,10337,,8232,,3139,,21758,,1929,,1079,1095,2282,85766,16060,,15401.54,,18.96,0.22,2.72,1.75
69136,56021,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.42006735,63.3746038,,16.92073171,73.72332317,0,9.252504355,,10.33577655,62.53714342,2.174128368,15.1554942,6,,13195,11842,,828,,1503,,3207,,555,,54192,,434,,1371,,3845,,763,,5580,,28463,,94785,12617,14741.63,,57411.52,,5818.66,,12045,,9822,,3521,,22092,,3649,,1136,1111,2913,87156,15649,,14616.16,,,,,
69137,56021,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47710808,63.62968804,,17.53710084,72.59285385,0,9.68555848,,10.33216697,61.91414913,1.609087773,15.37559671,5,,13433,12734,,814,,1340,,3004,,691,,61661,,419,,1328,,4095,,788,,5177,,28761,,95929,13241,18037,,61018.79,,4485.38,,10627,,8952,,2744,,22717,,2641,,1179,1113,3267,87813,16320,,15814.08,,,,,
69138,56021,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.62488101,64.19174538,,17.93169896,72.50294401,0,9.262926881,,10.19257524,62.06341071,1.659710527,15.30232051,4,,13574,13770,,995,,1538,,4088,,1302,,57551,,436,,1391,,3785,,834,,2946,,28934,,96264,13766,19957.76,,60393.36,,6074.61,,8636,,10221,,2723,,22591,,2110,,1198,1218,3029,88217,15603,,14557.59,,,,,
69139,56021,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.46899841,18.73424472,64.54091526,,19.05132193,70.78618545,0,9.762964552,,10.47120419,62.12914485,1.745200698,15.52411673,4,,13927,13449,12794,1461,1080,1568,1582,4620,3449,910,916,60599,60706,449,434,1382,1390,4504,4320,926,827,4220,3962,33278,30047,97183,14261,17677.27,17612.13,59202.8,58981.64,6689,5657,10490,10554,11975,9369,4001,3042,22695,22614,3203,2453,1208,1212,2898,89095,17021,16225,16514,15362,,,,
69140,56021,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.44613813,18.49606697,64.4184648,,19.41277234,70.7751191,124.7724961,9.228628018,,9.901133001,61.55733564,1.722354526,16.07674313,4,,14356,,,825,,,,,,,,,,,,,,,,936,,,,29310,,98136,14803,,,,,,,7657,,,,2326,,22890,,3558,,1261,1204,2900,89906,16292,,15822,,,,,
69141,56022,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69142,56022,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69143,56023,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,317,,,,,,,,,,,,,,,,,,,,,,,,,14621,1800,,,,,,,,,,,,,,,,,34,86,16,14339,,,,,,,,
69144,56023,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,360,,,,,,,,,,,,,,,,,,,,,,,,,14697,1830,,,,,,,,,,,,,,,,,33,88,15,14418,,,,,3.15,0.24,23.67,1.92
69145,56023,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,402,,,,,,,,,,,,,,,,,,,,,,,,,14858,1856,,,,,,,,,,,,,,,,,38,101,19,14553,,,,,,,,
69146,56023,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,468,,,,,,,,,,,,,,,,,,,,,,,,,15117,1881,,,,,,,,,,,,,,,,,35,94,22,14804,,,,,,,,
69147,56023,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,510,,,,,,,,,,,,,,,,,,,,,,,,,15539,1957,,,,,,,,,,,,,,,,,38,111,21,15197,,,,,,,,
69148,56023,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,539,,,,,,,,,,,,,,,,,,,,,,,,,15917,1959,,,,,,,,,,,,,,,,,37,125,26,15554,,,,,,,,
69149,56023,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,560,,,,,,,,,,,,,,,,,,,,,,,,,16429,1961,,,,,,,,,,,,,,,,,45,140,29,16046,,,,,3.14,0.24,23.64,1.92
69150,56023,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,630,,,,,,,,,,,,,,,,,,,,,,,,,17013,2023,,,,,,,,,,,,,,,,,50,152,33,16603,,,,,,,,
69151,56023,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,692,,,,,,,,,,,,,,,,,,,,,,,,,17629,2091,,,,,,,,,,,,,,,,,44,155,35,17218,,,,,,,,
69152,56023,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,760,,,,,,,,,,,,,,,,,,,,,,,,,18082,2194,,,,,,,,,,,,,,,,,53,166,35,17644,,,,,,,,
69153,56023,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.65713956,45.37858707,,40.80939141,23.54031511,,35.54216867,,12.02028351,57.28938573,1.163996773,24.28355006,8,,800,,2293,,94,,131,,443,,535,,57794,,297,,1279,,1043,,781,,2203,,24421,18080,2240,,2195.95,,10365.35,,1379.07,,,,,,,,4931,,532,65,172,55,17619,,3548,,3363.5,,,,
69154,56023,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20095098,48.25993434,,41.05482526,22.60339853,0,36.26162231,,10.17774256,56.5153402,1.777425563,25.08432665,8,,725,,,,,,,,,,,,,,,,,,,,,,,,,18018,2329,,,,,,,,,,,,,,,,,68,174,60,17502,,,,,3.16,0.23,23.62,1.92
69155,56023,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19607843,48.32941176,,36.96816893,24.86605736,0,38.07122597,,8.43697479,59.18207283,2.06162465,27.45239909,7,,754,,,,,,,,,,,,,,,,,,,,,,,,,17940,2451,,,,,,,,,,,,,,,,,71,174,130,17358,,,,,,,,
69156,56023,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.03731427,51.26131159,,35.94875901,24.45156125,0,39.47157726,,7.663948162,57.73656575,2.312590772,29.13248803,6,,796,,,,,,,,,,,,,,,,,,,,,,,,,18327,2630,,,,,,,,,,,,,,,,,74,181,153,17702,,,,,,,,
69157,56023,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.86588078,50.36699288,,37.39368165,24.58991495,0,38.0164034,,8.162811388,60.3091637,2.591192171,27.94689699,5,,834,,,,,,,,,,,,,,,,,,,,,,,,,18580,2741,,,,,,,,,,,,,,,,,86,187,128,17960,,,,,,,,
69158,56023,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.43117229,49.93117229,,36.61909666,24.98160953,0,38.39929381,,8.514653641,61.01243339,2.608792185,29.8989899,5,,844,,2639,,296,,83,,560,,100,,66647,,351,,1345,,767,,796,,2211,,29915,18757,2874,,2603.22,,11308.87,,959,,1943,,1435,,487,,5054,,595,93,184,111,18113,,3644,,3577,,,,
69159,56023,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.51758461,53.07896483,,35.67552128,26.4781491,0,37.84632962,,10.67241761,61.26963061,2.388852024,27.72461651,5,,861,,,,,,,,,,,,,,,,,,,,,,,,,19110,2997,,,,,,,,,,,,,,,,,94,185,105,18460,,,,,,,,
69160,56024,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69161,56025,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3296,,,,,,,,,,,,,,,,,,,,,,,,,66603,8451,,,,,,,,,,,,,,,,,278,719,529,64298,,,,,,,,
69162,56025,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3413,,,,,,,,,,,,,,,,,,,,,,,,,66978,8512,,,,,,,,,,,,,,,,,313,784,580,64419,,,,,4.66,0.08,19.89,4.47
69163,56025,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3549,,,,,,,,,,,,,,,,,,,,,,,,,67554,8547,,,,,,,,,,,,,,,,,337,854,628,64807,,,,,,,,
69164,56025,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3672,,,,,,,,,,,,,,,,,,,,,,,,,68246,8636,,,,,,,,,,,,,,,,,344,804,600,65494,,,,,,,,
69165,56025,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3805,,,,,,,,,,,,,,,,,,,,,,,,,69035,8743,,,,,,,,,,,,,,,,,374,816,647,66131,,,,,,,,
69166,56025,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4054,7387,,238,,1247,,2315,,932,,49519,,277,,943,,3435,,502,,3470,,23132,,69922,8810,10122.78,,25758.87,,5286.08,,,,6346,,2520,,,,-99,,435,838,687,66848,11377,,10947.73,,,,,
69167,56025,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4234,8637,,472,,1108,,3314,,1505,,45833,,332,,978,,3866,,558,,3336,,23945,,70806,8870,8550.85,,42380.48,,5395.49,,,,7257,,2449,,17147,,1484,,418,835,679,67651,11612,,10862.96,,4.69,0.1,19.91,4.47
69168,56025,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4543,7622,,763,,864,,,,1566,,43807,,291,,1072,,3332,,565,,4184,,28047,,72365,8957,9032.4,,43336.8,,4874.8,,,,6439,,1890,,17636,,1104,,448,910,723,68967,12537,,11996.67,,,,,
69169,56025,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4897,8520,,1089,,1599,,2453,,106,,50756,,321,,1298,,3267,,670,,3592,,29690,,73682,9083,10138.59,,45211.32,,4213.96,,,,5106,,1447,,17889,,1537,,480,953,723,70140,12888,,11689.41,,,,,
69170,56025,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,5087,8603,,674,,973,,,,464,,56197,,330,,1255,,2651,,692,,3442,,26986,,75238,9238,12378,,45551.04,,5038.99,,,,5824,,1388,,18173,,2381,,538,914,800,71523,12624,,11891.8,,,,,
69171,56025,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.54931715,55.0091047,,18.70797716,71.81471095,,9.399601311,,10.892261,63.25948407,1.37784522,17.67763629,7,,5312,10170,9012,972,892,959,1187,2214,2736,568,917,51735,50936,360,340,1246,1199,3262,3589,760,648,3129,3353,26860,28235,75507,9357,9100.26,10146.53,46057.42,44615.61,5533.39,5053.68,10379,,5050,,1739,,17869,17830,2632,1777,503,852,648,71853,11832,12416,11630.85,11733.12,,,,
69172,56025,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.88227553,72.00753724,,19.89279732,70.60301508,89.23718593,9.474036851,,10.02273135,62.30783035,1.438655261,17.81692424,6,,5557,9466,,1084,,1486,,2780,,468,,52603,,346,,1175,,3740,,810,,4252,,28116,,76410,9482,11059.63,,45979.39,,6480.97,,11976,,8394,,2576,,17491,,3039,,576,952,831,72502,13023,,11746.74,,4.7,0.12,19.53,4.47
69173,56025,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29459237,72.69174128,,20.16049464,70.54199829,109.0793484,9.113332895,,10.31750707,62.69144675,1.955702168,18.03519293,5,,6026,10394,,665,,734,,3726,,587,,54526,,316,,1231,,3796,,806,,2826,,28385,,78602,9918,12200.81,,47651.24,,6608.71,,12552,,9816,,2741,,18877,,2090,,620,1036,1197,74115,13465,,13074.51,,,,,
69174,56025,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.65529785,73.8556005,,20.74495436,69.56549685,312.6982903,9.284612418,,10.24066583,63.10566598,1.763524721,18.11967352,4,,6521,10026,,1968,,1485,,2925,,506,,58635,,339,,1300,,3938,,804,,2518,,31145,,81092,10203,12593.41,,49891.35,,4948.94,,11890,,7448,,2309,,19846,,2762,,655,1119,1441,76125,13609,,12411.4,,,,,
69175,56025,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.19598854,74.39398281,,21.01604278,69.3897452,128.4672853,9.134948097,,10.65329513,61.83954155,1.773638968,17.96622106,4,,6768,10950,,962,,1644,,2668,,500,,56392,,346,,1317,,3808,,849,,2499,,30967,,81432,10459,11504.64,,51113.47,,4284.85,,10943,,7462,,2268,,18964,,1327,,673,1166,1215,76617,12825,,12081.15,,,,,
69176,56025,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.12811694,15.93328803,74.09502775,,21.52127229,69.76440198,73.02619781,8.235037814,,10.80530071,60.62124816,2.341714803,17.58908842,5,,6934,11469,10465,1009,1212,1258,1340,3761,3170,340,549,52886,56871,347,349,1309,1277,4251,3816,812,826,3513,3185,31017,30783,82191,10799,11883.21,11704.01,47854.03,48740.01,7475,5978,12201,11637,9326,8407,3794,2650,21032,19094,1953,2237,709,1197,1089,77354,14408,13417,13794,12600,,,,
69177,56025,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.73311707,17.01750449,73.27592011,,21.12146074,70.81611252,95.9056077,7.627536858,,11.70051616,59.74528725,2.620062837,17.19885037,7,,6903,,,1119,,,,3443,,,,,,,,,,,,839,,,,30288,,81039,11166,,,,,,,10367,,,,1470,,19850,,2541,,734,1134,1074,76184,14833,,14208,,,,,
69178,56027,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,36,,,,,,,,,,,,,,,,,,,,,,,,,2396,451,,,,,,,,,,,,,,,,,3,12,3,2364,,,,,,,,
69179,56027,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,37,,,,,,,,,,,,,,,,,,,,,,,,,2357,443,,,,,,,,,,,,,,,,,3,11,3,2326,,,,,2.91,0.23,29.31,1.49
69180,56027,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,36,,,,,,,,,,,,,,,,,,,,,,,,,2293,445,,,,,,,,,,,,,,,,,2,12,3,2261,,,,,,,,
69181,56027,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,40,,,,,,,,,,,,,,,,,,,,,,,,,2280,464,,,,,,,,,,,,,,,,,2,14,3,2248,,,,,,,,
69182,56027,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,42,,,,,,,,,,,,,,,,,,,,,,,,,2319,468,,,,,,,,,,,,,,,,,5,14,4,2277,,,,,,,,
69183,56027,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,41,,,,,,,,,,,,,,,,,,,,,,,,,2315,466,,,,,,,,,,,,,,,,,6,18,4,2260,,,,,,,,
69184,56027,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,42,,,,,,,,,,,,,,,,,,,,,,,,,2321,482,,,,,,,,,,,,,,,,,6,18,3,2265,,,,,2.82,0.23,28.55,1.55
69185,56027,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,46,,,,,,,,,,,,,,,,,,,,,,,,,2407,480,,,,,,,,,,,,,,,,,8,19,6,2340,,,,,,,,
69186,56027,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,50,,,,,,,,,,,,,,,,,,,,,,,,,2467,504,,,,,,,,,,,,,,,,,9,19,6,2400,,,,,,,,
69187,56027,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,54,,,,,,,,,,,,,,,,,,,,,,,,,2475,497,,,,,,,,,,,,,,,,,9,21,6,2402,,,,,,,,
69188,56027,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.481132075,75.46383648,,6.389776358,56.76251331,,36.84771033,,11.32075472,47.09119497,1.179245283,,5,,61,,397,,5,,32,,107,,11,,45813,,331,,926,,144,,473,,333,,22885,2482,504,,345.14,,1596.07,,207.01,,,,,,,,500,,30,11,55,4,2370,,485,,446.2,,,,
69189,56027,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.075268817,83.62724014,,10.47070125,53.79442843,0,35.73487032,,11.39784946,50.17921147,0.931899642,,4,,66,,,,,,,,,,,,,,,,,,,,,,,,,2487,517,,,,,,,,,,,,,,,,,9,23,13,2402,,,,,2.83,0.24,27.38,1.54
69190,56027,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.291479821,83.40807175,,12.14215202,52.51727542,0,35.34057256,,8.520179372,49.70104634,2.615844544,19.2962963,4,,52,,,,,,,,,,,,,,,,,,,,,,,,,2474,512,,,,,,,,,,,,,,,,,9,25,12,2386,,,,,,,,
69191,56027,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.312546957,85.06386176,,12.82296651,52.34449761,0,34.83253589,,9.241172051,48.83546206,2.629601803,16.97543501,4,,77,,,,,,,,,,,,,,,,,,,,,,,,,2546,516,,,,,,,,,,,,,,,,,9,28,16,2444,,,,,,,,
69192,56027,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.338403042,85.13307985,,16.55172414,48.1773399,0,35.27093596,,10.95057034,48.44106464,2.737642586,16.64840637,3,,64,,,,,,,,,,,,,,,,,,,,,,,,,2491,523,,,,,,,,,,,,,,,,,9,31,13,2382,,,,,,,,
69193,56027,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.390613172,86.84330053,,16.45933014,49.28229665,0,34.25837321,,9.841029523,54.12566238,2.649507949,,3,,67,,456,,37,,78,,179,,7,,40398,,374,,1075,,130,,588,,276,,25272,2497,524,,396.6,,1685.11,,229,,290,,328,,75,,424,,18,14,33,14,2379,,312,,271,,,,
69194,56027,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.791569087,85.65964091,,16.10601427,47.80835882,0,36.08562691,,12.02185792,53.78610461,2.18579235,,3,,85,,,,,,,,,,,,,,,,,,,,,,,,,2480,514,,,,,,,,,,,,,,,,,15,41,20,2341,,,,,,,,
69195,56029,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,956,,,,,,,,,,,,,,,,,,,,,,,,,25821,3755,,,,,,,,,,,,,,,,,113,125,24,25341,,,,,,,,
69196,56029,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,982,,,,,,,,,,,,,,,,,,,,,,,,,25696,3824,,,,,,,,,,,,,,,,,111,128,27,25206,,,,,0.72,0.17,24.78,0.62
69197,56029,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1024,,,,,,,,,,,,,,,,,,,,,,,,,25761,3902,,,,,,,,,,,,,,,,,117,135,28,25234,,,,,,,,
69198,56029,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1029,,,,,,,,,,,,,,,,,,,,,,,,,25988,4045,,,,,,,,,,,,,,,,,125,142,28,25435,,,,,,,,
