UID,fips,period,INFRA120001,INFRA120002,INFRA120003,INFRA120004,INFRA150001,INFRA150002,INFRA150003,INFRA150004,INFRA150005,INFRA150006,INFRA150007,INFRA150008,INFRA150009,INFRA150010,INFRA150011,INFRA150012,INFRA150013,INFRA150014,INFRA150015,INFRA150016,INFRA150017,INFRA150018,INFRA140003,INFRA140004,SOCWB350001,SOCWB350002,SOCWB350003,BLTENV220001,BLTENV220002,BLTENV220003,BLTENV220004,INFRA110007,BLTENV220005,BLTENV220006,BLTENV220007,INFRA120005,INFRA120006,INFRA120007,INFRA120008,BLTENV220008,BLTENV220009,BLTENV220010,BLTENV220011,INFRA140007,ECNVIT510001,INFRA130002,SOCWB320013,SOCWB310003,SOCWB310004,ECNVIT530001,ECNVIT530002,SOCWB310005,SOCWB310006,ECNVIT530003,ECNVIT530004,BLTENV220017,BLTENV220018,ECNVIT530005,ECNVIT530006,SOCWB310007,SOCWB310008,SOCWB310009,SOCWB310010,BLTENV220022,BLTENV220023,SOCWB310011,SOCWB310012,BLTENV220029,BLTENV220030,ECNVIT530007,ECNVIT530008,SOCWB310015,SOCWB310017,SOCWB330004,SOCWB330005,SOCWB330006,SOCWB330007,SOCWB330008,SOCWB330009,SOCWB350006,SOCWB350007,SOCWB330010,SOCWB330011,SOCWB330012,SOCWB330013,SOCWB310018,SOCWB310019,ECNVIT510002,ECNVIT510003,SOCWB320016,SOCWB320017,SOCWB320018,SOCWB320019,SOCWB330014,SOCWB330015,SOCWB330016,SOCWB330017,NATENV410002,NATENV410003,NATENV410004,NATENV410005
95,01007,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,347,,,,,,,,,,,,,,,,,,,,,,,,,22099,2692,,,,,,,,,,,,,,,,,23,62,4839,16987,,,,,5.93,0.58,75.44,4.2
96,01007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,351,,,,,,,,,,,,,,,,,,,,,,,,,22438,2779,,,,,,,,,,,,,,,,,23,64,4874,17281,,,,,,,,
97,01007,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,363,,,,,,,,,,,,,,,,,,,,,,,,,22705,2842,,,,,,,,,,,,,,,,,22,64,5022,17394,,,,,,,,
98,01007,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,404,,,,,,,,,,,,,,,,,,,,,,,,,22941,2882,,,,,,,,,,,,,,,,,22,68,5085,17558,,,,,,,,
99,01007,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00956669,48.75858188,,64.31931192,22.49697621,,12.87461363,,30.00562746,69.44288126,1.170512099,28.34367644,11,,403,,2816,,39,,406,,982,,370,,41770,,296,,1020,,2666,,541,,1444,,19918,22867,2901,,1508.2,,11236.09,,4439.09,,,,,,,,5298,,987,43,86,5065,17497,,3870,,3579.75,,,,
100,01007,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.04477779,51.10713086,,66.94809689,20.05536332,0,12.80276817,,29.92275831,67.14429643,1.074666965,27.82730282,10,,456,,,,,,,,,,,,,,,,,,,,,,,,,22736,2986,,,,,,,,,,,,,,,,,31,79,4967,17440,,,,,5.79,0.53,72.99,4.2
101,01007,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.46863139,51.22795267,,66.99160574,19.82128351,0,12.92986732,,32.84215227,66.74480911,0.915382898,28.41590771,8,,470,,,,,,,,,,,,,,,,,,,,,,,,,22645,3132,,,,,,,,,,,,,,,,,30,84,4904,17390,,,,,,,,
102,01007,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74258866,52.50027967,,68.7491186,18.64335073,0,12.09984487,,30.10403848,62.63564157,0.749524555,27.60387097,8,,470,,,,,,,,,,,,,,,,,,,,,,,,,22501,3213,,,,,,,,,,,,,,,,,34,88,4883,17266,,,,,,,,
103,01007,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.53422371,54.65219811,,67.39191862,16.31816897,0,15.76716587,,26.47746244,60.64552031,0.100166945,27.00508276,7,,482,,,,,,,,,,,,,,,,,,,,,,,,,22511,3326,,,,,,,,,,,,,,,,,37,84,4883,17280,,,,,,,,
104,01007,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.34477762,54.23475644,,67.93795361,15.1415967,0,16.28006262,,26.58566492,58.83402073,0.679968788,28.75695389,7,,525,,3012,,50,,372,,1080,,265,,38678,,344,,1030,,2385,,651,,1944,,18431,22561,3391,,1656.67,,12612.6,,3544,,2007,,3488,,1358,,4919,,752,42,85,4960,17239,,3861,,3576,,,,
105,01007,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.97770843,57.15225145,,66.34506243,15.94778661,0,17.29568672,,28.41061079,57.0552831,0.668747214,29.05306272,7,,566,,,,,,,,,,,,,,,,,,,,,,,,,22643,3494,,,,,,,,,,,,,,,,,45,86,4932,17334,,,,,,,,
106,01007,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.27588201,14.94732221,55.99868306,,66.57027183,17.10526316,0,15.81839213,,27.67778753,57.19929763,0.647497805,29.95067038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,01008,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,01008,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,01008,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,01008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,01008,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,01009,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2732,,,,,,,,,,,,,,,,,,,,,,,,,51107,6582,,,,,,,,,,,,,,,,,82,268,608,49748,,,,,,,,
113,01009,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2871,,,,,,,,,,,,,,,,,,,,,,,,,51845,6665,,,,,,,,,,,,,,,,,88,291,709,50339,,,,,31.87,1.54,55.26,0.74
114,01009,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3050,,,,,,,,,,,,,,,,,,,,,,,,,52551,6800,,,,,,,,,,,,,,,,,93,292,772,50949,,,,,,,,
115,01009,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3169,,,,,,,,,,,,,,,,,,,,,,,,,53457,6964,,,,,,,,,,,,,,,,,92,308,832,51773,,,,,,,,
116,01009,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3373,,,,,,,,,,,,,,,,,,,,,,,,,54124,7145,,,,,,,,,,,,,,,,,95,321,870,52357,,,,,,,,
117,01009,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3608,,,,,,,,,,,,,,,,,,,,,,,,,54624,7302,,,,,,,,,,,,,,,,,104,313,834,52869,,,,,,,,
118,01009,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3793,,,,,,,,,,,,,,,,,,,,,,,,,55485,7626,,,,,,,,,,,,,,,,,113,311,844,53659,,,,,31.66,1.66,54.19,0.72
119,01009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4029,,,,,,,,,,,,,,,,,,,,,,,,,56240,7882,,,,,,,,,,,,,,,,,113,327,879,54344,,,,,,,,
120,01009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,4302,,,,,,,,,,,,,,,,,,,,,,,,,57055,8127,,,,,,,,,,,,,,,,,117,327,871,55136,,,,,,,,
121,01009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,4473,,,,,,,,,,,,,,,,,,,,,,,,,57341,8308,,,,,,,,,,,,,,,,,123,342,868,55380,,,,,,,,
122,01009,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.98662806,40.54339494,,66.11016744,14.21014317,,19.25260859,,22.47679073,71.95724385,1.06464526,33.20027589,10,,4650,,7723,,252,,707,,2786,,1133,,45549,,313,,1052,,5278,,574,,2877,,21070,57338,8465,,4760.62,,28449.49,,10656.72,,,,,,,,14048,,2011,158,304,839,55372,,10433,,9598.36,,,,
123,01009,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.05782198,46.55765341,,70.05345042,11.94521332,114.7235214,17.55273456,,22.69049225,70.57906271,0.901888065,33.52825488,9,,4822,,,,,,,,,,,,,,,,,,,,,,,,,57707,8810,,,,,,,,,,,,,,,,,134,357,844,55679,,,,,31.44,1.52,54.31,0.72
124,01009,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.88990362,46.44417323,,70.2867196,12.79064239,7.116705272,16.3282773,,21.19860275,71.78569926,1.144732966,34.28214954,7,,4885,,,,,,,,,,,,,,,,,,,,,,,,,57772,9219,,,,,,,,,,,,,,,,,145,351,912,55603,,,,,,,,
125,01009,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.85210586,45.99654984,,71.32366875,12.72503316,99.6352094,15.46806898,,20.79774477,71.98216014,1.283291959,33.92449497,6,,4953,,,,,,,,,,,,,,,,,,,,,,,,,57746,9501,,,,,,,,,,,,,,,,,157,351,955,55516,,,,,,,,
126,01009,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71945701,47.92818837,,72.31776058,11.72733352,201.6623674,15.48199102,,23.03083627,68.77828054,1.336517513,34.07690531,6,,5012,,,,,,,,,,,,,,,,,,,,,,,,,57621,9840,,,,,,,,,,,,,,,,,164,354,904,55384,,,,,,,,
127,01009,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28918692,49.58088852,,72.82378939,12.23578017,150.8503075,14.51767871,,23.57921207,68.83067896,1.659681475,34.85897436,5,,5094,,8393,,182,,770,,3102,,562,,45813,,335,,1075,,5626,,601,,3044,,20532,57676,10135,,5083.63,,30935.28,,9366,,6659,,9552,,3694,,13684,,1843,159,363,940,55363,,9919,,9437,,,,
128,01009,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.63228512,50.46331237,,72.54474029,12.38178379,100.9554295,14.59333624,,22.92243187,68.1509434,1.744234801,35.11523718,6,,5233,,,,,,,,,,,,,,,,,,,,,,,,,57704,10379,,,,,,,,,,,,,,,,,153,362,930,55365,,,,,,,,
129,01009,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.09038183,18.29808369,51.76027482,,75.39874335,10.91831803,33.21894635,13.33494442,,24.72993667,67.24059435,1.692810728,35.02693732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,01010,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,01010,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,01010,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,01010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,01010,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,01010,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,01011,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,322,,,,,,,,,,,,,,,,,,,,,,,,,11581,1536,,,,,,,,,,,,,,,,,21,44,8486,2962,,,,,,,,
137,01011,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,406,,,,,,,,,,,,,,,,,,,,,,,,,11358,1524,,,,,,,,,,,,,,,,,21,46,8268,2956,,,,,16.28,0.54,58.09,8.7
138,01011,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,471,,,,,,,,,,,,,,,,,,,,,,,,,11256,1547,,,,,,,,,,,,,,,,,21,48,8126,2982,,,,,,,,
139,01011,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,542,,,,,,,,,,,,,,,,,,,,,,,,,11316,1540,,,,,,,,,,,,,,,,,19,60,8106,3040,,,,,,,,
140,01011,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,590,,,,,,,,,,,,,,,,,,,,,,,,,11056,1508,,,,,,,,,,,,,,,,,19,63,7953,2927,,,,,,,,
141,01011,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,624,,,,,,,,,,,,,,,,,,,,,,,,,11011,1506,,,,,,,,,,,,,,,,,20,60,7875,2932,,,,,,,,
142,01011,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,654,,,,,,,,,,,,,,,,,,,,,,,,,10776,1448,,,,,,,,,,,,,,,,,21,56,7738,2825,,,,,14.51,0.55,59.51,8.7
143,01011,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,713,,,,,,,,,,,,,,,,,,,,,,,,,11011,1472,,,,,,,,,,,,,,,,,22,65,7887,2897,,,,,,,,
144,01011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,736,,,,,,,,,,,,,,,,,,,,,,,,,10953,1490,,,,,,,,,,,,,,,,,20,73,7783,2907,,,,,,,,
145,01011,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,770,,,,,,,,,,,,,,,,,,,,,,,,,10987,1489,,,,,,,,,,,,,,,,,20,84,7781,2924,,,,,,,,
146,01011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85180299,47.78583993,,51.8488746,19.88210075,,28.08145766,,27.44063325,63.12664908,0.373790677,28.10357493,12,,702,,1350,,124,,538,,832,,139,,31602,,365,,905,,1248,,400,,816,,20289,10890,1475,,876.12,,5453.84,,2382,,,,,,,,2496,,544,49,98,7721,2824,,1833,,1673.52,,,,
147,01011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92920354,53.30088496,,53.5106383,18.05851064,0,27.76595745,,27.76548673,66.23893805,0.353982301,28.28714396,12,,838,,,,,,,,,,,,,,,,,,,,,,,,,10722,1487,,,,,,,,,,,,,,,,,20,83,7528,2910,,,,,14.52,0.44,58.49,8.67
148,01011,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.57698289,54.30793157,,55.02673797,16.25668449,0,28.71657754,,26.57187292,64.23017107,0.555432126,26.25220015,10,,835,,,,,,,,,,,,,,,,,,,,,,,,,10654,1527,,,,,,,,,,,,,,,,,25,87,7445,2903,,,,,,,,
149,01011,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.63652641,53.04834378,,58.21972735,14.32771986,0,27.45255279,,31.69203223,62.24261415,0.649059982,26.92896586,9,,796,,,,,,,,,,,,,,,,,,,,,,,,,10576,1551,,,,,,,,,,,,,,,,,31,84,7471,2804,,,,,,,,
150,01011,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82993958,52.46140076,,60.97170315,14.0950347,0,24.93326215,,32.17722085,61.0203625,0.626538375,28.41896186,9,,774,,,,,,,,,,,,,,,,,,,,,,,,,10712,1597,,,,,,,,,,,,,,,,,28,89,7589,2815,,,,,,,,
151,01011,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.30459127,56.2956327,,63.31794733,13.2229161,0,23.45913657,,32.27323628,58.43225084,0.313549832,27.51203209,8,,792,,1587,,42,,741,,1014,,248,,31938,,385,,1006,,1441,,570,,782,,17580,10455,1631,,1033.88,,4827.26,,2696,,1828,,2486,,855,,2234,,847,26,93,7377,2762,,1637,,1461,,,,
152,01011,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9148364,58.12864186,,63.8920135,12.54218223,0,23.56580427,,33.34827432,58.26983416,0.582698342,26.40497905,7,,807,,,,,,,,,,,,,,,,,,,,,,,,,10362,1684,,,,,,,,,,,,,,,,,27,94,7299,2733,,,,,,,,
153,01011,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.40871935,15.81930912,57.1744907,,67.13896458,13.16076294,0,19.70027248,,35.16386182,56.90876882,0.398582817,29.77043269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,01012,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,01012,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,01012,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,01012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,01013,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,143,,,,,,,,,,,,,,,,,,,,,,,,,21325,3501,,,,,,,,,,,,,,,,,38,45,8728,12441,,,,,,,,
159,01013,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,151,,,,,,,,,,,,,,,,,,,,,,,,,21139,3507,,,,,,,,,,,,,,,,,47,44,8680,12293,,,,,11.5,0.68,67.44,7.79
160,01013,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,151,,,,,,,,,,,,,,,,,,,,,,,,,20803,3410,,,,,,,,,,,,,,,,,58,47,8580,12034,,,,,,,,
161,01013,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,153,,,,,,,,,,,,,,,,,,,,,,,,,20833,3449,,,,,,,,,,,,,,,,,80,48,8659,11956,,,,,,,,
162,01013,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,157,,,,,,,,,,,,,,,,,,,,,,,,,20870,3429,,,,,,,,,,,,,,,,,86,50,8735,11899,,,,,,,,
163,01013,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,168,,,,,,,,,,,,,,,,,,,,,,,,,20830,3397,,,,,,,,,,,,,,,,,121,54,8718,11843,,,,,,,,
164,01013,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,177,,,,,,,,,,,,,,,,,,,,,,,,,20815,3401,,,,,,,,,,,,,,,,,135,58,8835,11665,,,,,8.96,0.72,69.35,7.6
165,01013,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,179,,,,,,,,,,,,,,,,,,,,,,,,,20894,3406,,,,,,,,,,,,,,,,,137,58,8941,11625,,,,,,,,
166,01013,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,176,,,,,,,,,,,,,,,,,,,,,,,,,20949,3414,,,,,,,,,,,,,,,,,159,60,9118,11477,,,,,,,,
167,01013,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,181,,,,,,,,,,,,,,,,,,,,,,,,,20867,3457,,,,,,,,,,,,,,,,,177,62,9054,11431,,,,,,,,
168,01013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8681977,46.60409386,,52.93677516,17.43359521,,29.51739618,,21.32800799,55.21717424,2.216674988,25.09859155,14,,205,,3116,,69,,872,,1882,,692,,30659,,337,,916,,2136,,480,,1996,,16916,20951,3497,,1544.29,,10501.17,,4041.99,,,,,,,,5087,,856,167,66,9114,11454,,4009,,3543.95,,,,
169,01013,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.89866827,54.06628617,,53.58467244,16.00741656,0,30.17305315,,21.10743967,57.56483428,1.962551317,23.94050845,12,,221,,,,,,,,,,,,,,,,,,,,,,,,,20848,3480,,,,,,,,,,,,,,,,,200,66,9082,11345,,,,,8.77,0.66,68.93,7.53
170,01013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3905545,53.94364785,,56.79224445,16.79960731,0,26.24861946,,21.99939838,57.51529129,1.694575353,23.97891526,12,,243,,,,,,,,,,,,,,,,,,,,,,,,,20665,3541,,,,,,,,,,,,,,,,,212,65,8999,11223,,,,,,,,
171,01013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.85157587,53.93213171,,55.59198543,17.66848816,0,26.54523376,,23.38133119,58.28214681,1.480213473,24.03013183,10,,252,,,,,,,,,,,,,,,,,,,,,,,,,20330,3593,,,,,,,,,,,,,,,,,206,69,8885,11000,,,,,,,,
172,01013,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59512784,55.25468089,,59.82067127,16.80600994,0,23.34908518,,24.12925307,58.08335011,1.107308234,24.68227647,9,,244,,,,,,,,,,,,,,,,,,,,,,,,,20283,3642,,,,,,,,,,,,,,,,,211,66,8963,10849,,,,,,,,
173,01013,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.47293074,57.16302047,,60.40218471,17.34111221,0,22.04568024,,25.20415364,56.90089727,1.199717713,24.63074901,8,,264,,3520,,42,,696,,2015,,236,,32229,,339,,944,,2500,,575,,1863,,18390,20126,3702,,2029.42,,10888.88,,3415,,2459,,5094,,1848,,4728,,957,213,68,8911,10732,,3489,,3200,,,,
174,01013,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.22251362,60.46802502,,64.49511401,16.33876221,0,18.73615635,,25.19669155,54.39782126,2.239257615,23.17142857,7,,262,,,,,,,,,,,,,,,,,,,,,,,,,19998,3804,,,,,,,,,,,,,,,,,215,76,8887,10612,,,,,,,,
175,01013,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.60283688,9.590327738,65.92525979,,64.21276596,15.19148936,0,20.05673759,,25.49960032,49.36051159,5.005995204,23.18120985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,01014,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,01014,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,01014,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,01014,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,01015,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1755,,,,,,,,,,,,,,,,,,,,,,,,,111081,15869,,,,,,,,,,,,,,,,,653,455,20786,88205,,,,,,,,
181,01015,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1939,,,,,,,,,,,,,,,,,,,,,,,,,111266,15826,,,,,,,,,,,,,,,,,681,471,21113,87969,,,,,16.71,4.84,70.15,0.75
182,01015,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2052,,,,,,,,,,,,,,,,,,,,,,,,,111625,15783,,,,,,,,,,,,,,,,,674,503,21394,87935,,,,,,,,
183,01015,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2238,,,,,,,,,,,,,,,,,,,,,,,,,112705,15867,,,,,,,,,,,,,,,,,717,514,21739,88517,,,,,,,,
184,01015,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,2504,,,,,,,,,,,,,,,,,,,,,,,,,113462,15810,,,,,,,,,,,,,,,,,756,500,22236,88668,,,,,,,,
185,01015,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2759,15928,,1122,,3076,,8119,,2694,,36243,,243,,808,,8696,,531,,5911,,20938,,114477,15997,13984.38,,40167.9,,17357.58,,,,18274,,5446,,,,3918,,773,538,22832,88890,18847,,16824.49,,,,,
186,01015,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3034,16228,,507,,2378,,8031,,3242,,36241,,258,,926,,8310,,527,,6593,,20205,,115388,15953,13982.73,,58486.92,,18336.97,,,,19667,,7752,,26440,,5514,,807,531,23244,89258,18432,,17004.31,,16.29,5.18,69.37,0.73
187,01015,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3249,16246,,434,,3606,,8938,,2310,,37074,,289,,921,,9082,,553,,6445,,20478,,116211,16222,11448.33,,59049.31,,17909.36,,,,19092,,6416,,26149,,5148,,839,575,23511,89606,18314,,16546.85,,,,,
